Gene,N-FACS (1+2+3),N-T0 (2+3),N-T3 (1+2+3)
CR42861,12.37537995,8.796836512,8.63609893
CR42862,1153.138545,2370.711749,2253.828073
CR42868,0.119729478,0.104082512,0.076246044
CR42874,0.242975101,0,0
CR42875,0.858908451,0.566559507,0.587944353
CR43051,0.093313253,0,0.147063966
CR43053,0,0,0
CR43097,0.10034554,0,0
CR43130,0.372005524,0.179197242,0.280401871
CR43144,16.19753736,53.7896516,72.1212615
CR43146,0.033448513,0,0.0326949
CR43148,0.561195446,0.156123767,0.176889049
CR43151,0.091078818,0.343910593,0.185186989
CR43152,0,0.104082512,0
CR43157,0,0,0.26941946
CR43159,0.789913444,0.583738674,0.545983874
CR43160,0.02993237,0.037557365,0
CR43196,0.031214078,0.112672095,0.072097074
CR43199,0.02993237,0,0
CR43234,0.031214078,0,0
CR43238,0.031214078,0,0
CR43239,0,0,0
CR43241,13.66418477,24.27971501,24.40481858
CR43242,7.604754093,9.2485324,6.601508081
CR43243,0.247772953,0,0
CR43247,0,0,0
CR43250,0.149661848,0.104082512,0.435452264
CR43252,1.315357497,0,0
CR43253,0.093642235,0.179197242,0
CR43256,0.469458663,0.63577993,0.697011465
CR43257,15.25523991,30.30269706,24.32352291
CR43258,0.031214078,0.052041256,0
CR43259,0.189518906,0,0
CR43260,0,0,0.038123022
CR43262,0,0,0
CR43263,0.281221466,1.034930809,1.741969113
CR43264,27.53125925,23.81572676,29.17892416
CR43270,0,0,0
CR43274,0,0,0
CR43279,0,0,0
CR43280,0,0,0
CR43282,0,0,0.108940944
CR43283,39946.15845,9289.829214,29325.22106
CR43285,0.033448513,0,0
CR43287,0.162773697,0.63577993,0.540244239
CR43289,0,0,0
CR43297,0.033448513,0.052041256,0
CR43298,0,0,0
CR43299,0.156070392,0.141639877,0.224589163
CR43300,0.031214078,0,0
CR43301,0.90803223,1.358463205,1.71454228
CR43302,0,0,0
CR43303,0,0,0
CR43304,0,0,0.0326949
CR43306,0,0,0
CR43309,0.378379845,0.179197242,0.070817922
CR43314,0.249712628,0,0.038123022
CR43334,61.05290213,46.41966772,73.88828133
CR43353,0,0,0
CR43356,0.130277909,0.15022946,0.223310011
CR43357,0.031214078,0,0
CR43358,0,0,0
CR43363,0.162773697,0,0.0326949
CR43372,0.093642235,0,0.114369066
CR43387,0,0,0
CR43399,0.276423614,0.052041256,0.213732919
CR43404,0.02993237,0,0
CR43405,0,0,0
CR43408,0,0,0
CR43409,0,0,0
CR43410,0.093642235,0.052041256,0.189024446
CR43411,0,0.089598621,0.0326949
CR43412,0,0,0
CR43413,0.34749475,0.052041256,0.039402174
CR43414,0.062428157,0,0
CR43415,0,0,0
CR43416,0.031214078,0,0.038123022
CR43417,0.031214078,0,0
CR43418,0.031214078,0,0
CR43419,0.062428157,0,0
CR43420,0,0,0
CR43421,0.062428157,0.104082512,0.0653898
CR43422,0,0,0
CR43423,5.076584851,4.421995484,5.486330246
CR43424,0.129325183,0.193681133,0
CR43425,33.21038479,22.70802347,27.54630573
CR43426,1.546344152,2.546318751,2.103758928
CR43428,0.09587667,0,0
CR43429,49.581732,84.50414492,84.92479806
CR43430,2.759019442,2.168049823,2.562455167
CR43431,0.711288509,0.037557365,0
CR43432,0.280597723,0.447993105,0.383477013
CR43433,0.031214078,0,0
CR43434,0,0,0
CR43435,0.779988756,0,0
CR43436,0.352292602,0.127155986,0.254414246
CR43437,1.483587012,0.476960886,0.280401871
CR43440,0,0,0
CR43451,0.031214078,0,0
CR43452,0.066897027,0,0.038123022
CR43453,0,0,0
CR43454,0.062428157,0,0.038123022
CR43455,0,0,0
CR43456,0.031214078,0,0
CR43457,0.031214078,0,0
CR43458,0.251947062,0,0.136207722
CR43459,5.520840988,6.488658072,11.28697724
CR43460,0.450403707,0,0.144194149
CR43461,0.318844089,0.245722388,0.406906334
CR43463,15.22462815,14.28492211,12.14917144
CR43464,1.371547787,0,0
CR43465,2.647547886,0.401846156,0.684749901
CR43466,1.975129486,0.754346333,0.737566624
CR43467,0.127090749,0,0.115648219
CR43468,11.6901449,20.83521853,20.55725614
CR43469,11.27390375,26.90165225,23.15487144
CR43470,4.428825615,10.26527653,8.488698161
CR43471,0.684112086,0.07511473,0.304672664
CR43472,0.719795034,0.052041256,0.072097074
CR43474,1.291175706,0.552075616,0.447587661
CR43475,0.098111105,0.141639877,0.136207722
CR43476,0.156070392,0.052041256,0.115648219
CR43477,0.033448513,0,0
CR43478,0.319796815,0.523107835,0.725119715
CR43480,8.549319766,10.72656951,11.57969985
CR43481,202.5808757,142.5807525,125.7677927
CR43484,0.064662592,0,0
CR43485,0,0,0.038123022
CR43486,0,0,0.0326949
CR43487,0.062428157,0,0
CR43488,0.062428157,0.193681133,0.103512822
CR43489,0,0,0
CR43490,0.031214078,0,0
CR43491,0,0,0
CR43492,0.129325183,0,0
CR43493,2.237125319,3.317844251,4.709579894
CR43494,0.033448513,0,0
CR43495,0,0,0
CR43496,8.82257807,19.79388966,19.94241491
CR43498,0.063380883,0.089598621,0.070817922
CR43605,0,0.104082512,0.038123022
CR43606,0.033448513,0,0.156329545
CR43607,0.534450238,0.508623944,0.247706971
CR43608,0,0,0
CR43609,0.354198054,1.156192488,1.103076327
CR43610,0,0,0
CR43611,1.098469639,1.841318398,2.843294719
CR43612,0.34013348,0.50003436,0.462719042
CR43613,0.031214078,0,0
CR43614,11.38427621,18.09521864,14.13984124
CR43615,0,0.300458921,0
CR43617,0,0,0
CR43620,0.031214078,0,0
CR43621,0.031214078,0,0
CR43622,0,0,0
CR43624,0.062428157,0,0
CR43625,0,0,0
CR43626,0.031214078,0,0
CR43627,0.062428157,0,0
CR43628,80.54077062,64.34395146,56.05081953
CR43629,3.876646269,4.1355167,4.007199486
CR43631,0.031214078,0.037557365,0.0326949
CR43632,0,0,0
CR43633,0,0,0.038123022
CR43634,0.577358002,1.193749853,2.468704783
CR43635,0.283784884,1.523176556,1.32307884
CR43636,0.031214078,0.104082512,0
CR43637,0,0.216754607,0.182317171
CR43639,0,0,0
CR43640,0.064662592,0,0.039402174
CR43641,0,0,0
CR43642,0,0,0
CR43643,0.031214078,0.052041256,0
CR43644,0.098111105,0,0.156329545
CR43648,0,0,0
CR43649,0,0,0
CR43650,5.714363326,14.91581524,14.94595291
CR43651,0.547425632,0.829461063,1.61274629
CR43652,0.033448513,0,0
CR43653,0.680595942,1.442167519,1.925405381
CR43654,0.127090749,0.037557365,0.0326949
CR43655,0,0,0
CR43656,0,0,0.0653898
CR43660,0.031214078,0,0
CR43661,0.059864739,0.089598621,0.1634745
CR43681,0.062428157,0,0
CR43682,0,0,0
CR43683,21.32381409,23.88006038,24.1325624
CR43684,0.031214078,0,0
CR43685,24.7305016,25.49653834,23.16794059
CR43686,0.162773697,0.07511473,0.039402174
CR43700,0.062428157,0,0
CR43701,0.121011187,0.089598621,0.077525197
CR43704,0.064662592,0,0
CR43705,0.575883764,6.80309713,7.421404998
CR43706,0.443042437,3.786215553,4.495846975
CR43708,0.283455901,0.254311972,0.103512822
CR43713,0.031214078,0,0
CR43714,0,0,0
CR43715,0,0,0
CR43716,0.09587667,0,0.0326949
CR43717,0.274518162,0.42491963,0.454294935
CR43718,0.062428157,0.037557365,0.072097074
CR43719,0,0,0.0653898
CR43721,0,0,0.039402174
CR43723,1.69183189,2.630023065,3.16284643
CR43724,2.450304505,5.702144928,3.271475861
CR43727,0.428977862,4.280355607,4.034903944
CR43728,0,0.052041256,0.038123022
CR43730,4.323102618,39.94869257,51.22747798
CR43735,0,0,0
CR43751,0.375521667,0.262901556,0.248986123
CR43752,0.09587667,0,0.0326949
CR43753,0,0.037557365,0.156329545
CR43754,0.062428157,0,0.1307796
CR43761,0,0,0
CR43762,0,0,0
CR43763,0,0,0
CR43764,0,0,0
CR43765,0.260884802,2.39289026,2.214290537
CR43766,0.031214078,0,0
CR43767,22.83352213,29.01345428,26.60628292
CR43768,0.031214078,0,0.038123022
CR43769,0,0,0
CR43771,0,0,0
CR43785,0.127090749,0.127155986,0.313096771
CR43786,16.73959992,6.846548802,6.409613818
CR43787,2.977824687,4.037832249,8.330113226
CR43792,0.064662592,0,0
CR43793,0.031214078,0,0.077525197
CR43794,0.031214078,0,0
CR43801,0,0.164713351,0.142914997
CR43802,0.031214078,0,0
CR43803,0,0,0
CR43804,0,0,0
CR43805,0.124856314,0,0
CR43806,0.409922907,0.052041256,0
CR43807,0.091078818,0.037557365,0.114369066
CR43808,0,0,0.0326949
CR43809,20.47278799,27.50964841,24.52951393
CR43810,0,0,0
CR43811,0,0,0
CR43812,34.3419859,33.66636101,37.75245718
CR43817,0.098111105,0,0
CR43818,0,0,0.0653898
CR43819,0,0,0
CR43820,0.314046236,0.254311972,0.038123022
CR43821,0.031214078,0,0
CR43822,0.093642235,0,0
CR43823,0,0,0
CR43824,0.571085912,0.664747712,0.673455976
CR43825,0.133794053,0,0.077525197
CR43826,0,0,0
CR43827,0.031214078,0,0
CR43828,0.031214078,0,0
CR43830,0,0,0
CR43831,0.031214078,0,0
CR43832,0.062428157,0.208165023,0.181038019
CR43833,1.623687377,2.812419337,2.767637812
CR43834,0,0,0.072097074
CR43835,0.062428157,0,0
CR43836,0.156070392,0.052041256,0.072097074
CR43837,0.479383351,0.476960886,0.152492089
CR43838,0,0.07511473,0
CR43839,0,0,0.0326949
CR43840,0,0,0
CR43842,0.256415932,0.052041256,0
CR43844,1.138326697,4.930619428,3.902129886
CR43845,0.530605111,0.037557365,0.152492089
CR43846,0,0,0
CR43847,0.033448513,0.156123767,0.072097074
CR43848,0,0,0.0653898
CR43849,0.064662592,0.037557365,0.0980847
CR43852,0,0,0
CR43853,0.062428157,0,0.076246044
CR43854,0.031214078,0,0
CR43855,0.062428157,0.089598621,0.247706971
CR43856,0.033448513,0,0.038123022
CR43857,1.521504395,0.537591726,0.775815813
CR43858,0,0,0
CR43859,0,0,0.0326949
CR43862,0.30573224,0.037557365,0
CR43863,0.064662592,0,0.0326949
CR43864,5.208802435,8.933589588,7.773903943
CR43865,0.976210966,0,0
CR43866,0.098111105,1.502798358,1.190178615
CR43868,33.94883779,65.35530504,71.0325147
CR43870,0.12580904,0,0.076246044
CR43872,49.00351446,41.84542776,41.30213061
CR43874,0.062428157,0,0
CR43875,24.52604621,21.66906264,19.51136395
CR43876,0,0,0
CR43877,12.36871087,13.1469163,10.27159234
CR43878,1.410610424,0.693715493,1.100610301
CR43879,0,0,0
CR43881,0,0,0
CR43882,0.031214078,0,0
CR43883,0.129325183,0.037557365,0.0326949
CR43884,0,0,0
CR43887,4.478753731,4.864094281,4.288602884
CR43888,0.031214078,0,0
CR43889,5.373810567,3.861330284,6.590248045
CR43890,0.312435545,0.245722388,0.182317171
CR43891,0,0,0
CR43892,0,0,0
CR43893,0.062428157,0,0
CR43898,1.42339329,0.552075616,0.307542482
CR43899,0.093642235,0.089598621,0.142914997
CR43900,3.286018113,2.077947449,1.396328899
CR43903,7.386652972,6.965115205,6.430737169
CR43904,0,0.052041256,0.039402174
CR43905,0,0,0.039402174
CR43906,6.067710886,6.213967902,7.240990005
CR43907,0.124856314,0,0
CR43908,0,0.052041256,0
CR43909,0.193987775,0.052041256,0
CR43910,0.921144079,0.202270716,0.240999697
CR43911,0,0,0
CR43912,0.062428157,0,0
CR43913,0.031214078,0,0
CR43914,0,0,0
CR43916,1.085494245,0.552075616,0.220440193
CR43917,0,0,0
CR43918,0.869785865,1.158887765,1.01637783
CR43926,0.031214078,0,0
CR43927,0,0,0.039402174
CR43928,0.093642235,0.141639877,0.33480926
CR43929,0,0,0
CR43930,0,0,0
CR43932,0.02993237,0.127155986,0.103512822
CR43933,20.6673315,20.47581654,16.46588257
CR43936,0,0,0.103512822
CR43937,0,0.052041256,0
CR43939,0.124527331,0,0
CR43940,0.031214078,0,0
CR43941,0.031214078,0,0.111499249
CR43942,0,0,0
CR43943,3.938258154,8.783360128,6.817269345
CR43944,33.89163914,53.15203317,47.78096388
CR43945,0,0.052041256,0
CR43948,0.093642235,0,0.038123022
CR43949,0.033448513,0.104082512,0
CR43950,0.062428157,0,0
CR43951,0.213371714,0.335321009,0.819366958
CR43952,0,0,0
CR43953,0.150943557,0,0.0326949
CR43956,0.864659029,0.748452026,0.933736024
CR43957,3.528527776,7.314920105,6.338232048
CR43958,1.015602586,1.569323505,0.891464032
CR43959,0.093313253,0.052041256,0
CR43960,0.242975101,0.42491963,0.615211131
CR43961,0.161491988,0.037557365,0.116927371
CR43962,0,0,0
CR43963,0.417578937,0.338016286,0.307668649
CR43964,2.909168579,7.890069195,9.399340879
CR43966,0,0,0
CR43967,0.190142649,0.231238498,0.270698612
CR43969,0,0.112672095,0
CR43970,0,0,0
CR43971,6.853586675,1.433577935,1.894738826
CR43972,1.231016206,1.164782072,1.715291473
CR43973,1.20617645,1.53176614,1.1186115
CR43974,0.188237197,0.15022946,0.475165952
CR43977,0.031214078,0,0
CR43978,0.033448513,0,0.039402174
CR43979,12.76417221,21.80581571,23.48072664
CR43981,1.365762985,2.53183486,3.342479129
CR43983,0,0,0
CR43984,0.031214078,0,0
CR43985,0,0,0
CR43987,0,0,0
CR43988,0,0.07511473,0.111499249
CR43989,1.157903164,7.858406137,15.40778879
CR43990,0.031214078,0,0
CR43991,0,0,0.174330744
CR43992,0.215606149,0,0
CR43994,0,0,0
CR43995,0.393397146,2.002832719,1.762368561
CR44016,0.031214078,0,0.0326949
CR44017,0.341415188,0.104082512,0.215012071
CR44018,2.662723492,0.052041256,0
CR44020,0,0.187786826,0
CR44021,19.26560274,20.66191559,20.30121734
CR44022,0.492687728,0.358394484,0.638640452
CR44023,0.53924809,0.089598621,0.194452568
CR44024,298.8222885,489.4794577,494.6177637
CR44026,0.064662592,0,0.104791974
CR44027,1.118840527,0.07511473,0.357927068
CR44029,68.77748433,95.9781074,137.9772923
CR44030,7.759564628,16.94071393,18.94278442
CR44031,26.25824343,45.07805644,46.75250123
CR44032,0,0,0
CR44033,0.093642235,0.089598621,0
CR44034,0.214653423,0.141639877,0.495413942
CR44035,0.064662592,0.141639877,0.077525197
CR44036,0,0.052041256,0
CR44039,0,0,0
CR44041,0.062428157,0,0
CR44042,0.444324146,0.693715493,0.761122112
CR44043,0.354198054,0.268795863,0.46558886
CR44045,10.77218842,10.53727143,8.253968058
CR44046,0.824643666,0.231238498,0.450457478
CR44047,14.39686534,24.35112696,33.79523928
CR44048,0,0,0
CR44049,187.909799,154.9493922,130.3774972
CR44050,0,0,0
CR44051,0,0,0
CR44052,0.162773697,0.089598621,0.0326949
CR44053,12.16357321,17.81463417,16.96484853
CR44054,2.827663615,3.164415761,3.343446769
CR44055,0.062428157,0,0
CR44056,0.093642235,0,0.0653898
CR44057,0,0,0
CR44058,0.093642235,0.052041256,0.039402174
CR44059,0.031214078,0,0.038123022
CR44060,11.23599873,13.32981632,12.86935989
CR44061,0,0,0
CR44062,0.091078818,0.07511473,0
CR44063,0.370394832,0.104082512,0.038123022
CR44064,5.632153803,11.71333836,10.96925993
CR44065,17.28139906,15.75656116,16.07204617
CR44066,0.319467832,0.141639877,0.246427819
CR44067,22.78813133,24.1960107,24.04935675
CR44068,0.210808296,0.104082512,0.175609897
CR44069,4.476190313,12.293878,11.99375035
CR44070,0.161491988,0.297763644,0.299244542
CR44071,0.319796815,0.07511473,0.111499249
CR44073,0,0,0
CR44074,0,0,0
CR44075,0,0,0
CR44076,0,0.037557365,0
CR44077,0.062428157,0,0
CR44078,0.358995907,0.335321009,0.364634342
CR44080,0,0.052041256,0
CR44081,0,0,0
CR44082,0.031214078,0,0
CR44083,9.317251631,6.450596954,6.087689148
CR44084,0.260884802,0.589632981,0.537685934
CR44087,0.379332571,0,0
CR44089,0,0,0
CR44091,0.031214078,0,0
CR44092,1.604927182,0.306353228,1.125630287
CR44093,6.030122486,10.3494846,7.603066043
CR44095,2.071493445,3.306055637,3.350869348
CR44096,0,0,0.039402174
CR44097,0,0,0
CR44100,0,0,0
CR44101,0.309248384,0.453887412,0.846819081
CR44103,0.031214078,0.089598621,0.512977461
CR44105,0,0.037557365,0
CR44106,0.65322699,0,0.076246044
CR44107,5.204628326,10.38653821,10.56612406
CR44108,25.05474544,32.68160718,27.72136847
CR44109,0.064662592,0,0
CR44110,0.062428157,0,0
CR44111,0.061146448,0.127155986,0.420320883
CR44112,0.031214078,0,0
CR44113,0,0,0.110220097
CR44114,28.11549369,32.92413054,35.7260389
CR44115,11.45224056,13.7134758,13.57523314
CR44116,27.50028675,40.173533,41.87294913
CR44117,0,0,0
CR44118,0,0,0
CR44119,8.8965882,16.55317515,15.72158338
CR44120,0.064662592,0,0.149622271
CR44121,0,0.037557365,0.141635844
CR44124,4.567303353,11.14189205,11.45559364
CR44125,0,0.141639877,0.078804349
CR44126,0,0,0
CR44127,0.323312959,1.40730543,1.151180233
CR44129,0.033448513,0,0
CR44130,0.122292896,0.268795863,0.110220097
CR44131,0.031214078,0,0.118206523
CR44133,0,0,0.038123022
CR44134,23.07041724,22.8532154,21.09181132
CR44135,0.224872871,0.656158128,1.472137263
CR44136,0.031214078,0,0
CR44137,24.93147796,27.43385342,33.06043271
CR44138,1.124693337,0.618600763,1.59109298
CR44143,0,0,0
CR44144,0.093642235,0,0
CR44145,0.031214078,0.052041256,0
CR44146,0.091078818,0,0
CR44147,4.3704574,5.771365351,5.757558817
CR44148,0,0,0
CR44149,0.12580904,0.179197242,0.246427819
CR44150,0.031214078,0,0
CR44151,0.059864739,0,0
CR44155,14.40171926,27.27032408,24.59546679
CR44156,0.031214078,0.037557365,0.072097074
CR44157,0,0.052041256,0.076246044
CR44160,24.99044605,27.8175129,24.07680887
CR44161,0.193987775,0.193681133,0.070817922
CR44164,0.158304827,0.245722388,0.137486875
CR44165,0.345260315,0.508623944,0.604354887
CR44166,0,0,0.038123022
CR44168,1.864496052,5.026112356,8.124526789
CR44169,8.006294558,19.70310702,19.77680309
CR44170,0.714044455,0.948027465,0.606913191
CR44171,0.723969143,0.708199384,0.597209932
CR44172,0.031214078,0,0.108940944
CR44173,0,0,0
CR44175,0,0,0
CR44176,0.122292896,0.262901556,0.248986123
CR44177,0.269391326,1.283348474,1.154176217
CR44178,0.483852221,0.07511473,0.240999697
CR44179,48.73729749,98.35674184,82.34247498
CR44180,0,0,0
CR44181,0.091078818,0.052041256,0.038123022
CR44182,1.034465013,2.023210916,2.083325592
CR44183,0,0,0
CR44184,0.062428157,0,0
CR44185,0,0.112672095,0
CR44186,0,0,0
CR44187,1.525905255,0,0
CR44188,1.084439287,0,0
CR44189,0,0.037557365,0.070817922
CR44190,0.031214078,0,0
CR44191,0.031214078,0,0
CR44192,0.405748797,0,0.076246044
CR44196,0,0,0
CR44197,0,0,0
CR44198,0.062428157,0,0.039402174
CR44199,0,0,0
CR44200,0,0,0
CR44201,44.77199691,34.70819364,27.28507474
CR44202,0.031214078,0.052041256,0.103512822
CR44203,0.508362995,0.268795863,0.409464639
CR44204,0.335335627,0.62129604,0.397329242
CR44205,2.023458845,0,0.076246044
CR44206,3.014029146,3.023279637,3.854522051
CR44207,0.681979883,0,0
CR44208,0.119729478,0,0
CR44209,0.131559618,0.052041256,0
CR44212,0.031214078,0,0
CR44213,0,0,0
CR44214,0,0,0
CR44216,0,0,0
CR44217,0,0,0
CR44218,2.193593812,1.338085007,2.334743852
CR44219,3.001938468,0.595527288,0.652055001
CR44220,0.315951688,0.127155986,0.257284063
CR44221,22.45780837,17.05001048,17.01034356
CR44222,0.913782809,0.462476995,1.203281651
CR44224,1.580643159,3.329632865,2.774345087
CR44225,0.031214078,0.052041256,0
CR44226,0.062428157,0,0.038123022
CR44228,2.35399662,0.141639877,0.185186989
CR44229,0,0,0
CR44230,0.031214078,0,0
CR44231,0,0,0
CR44232,0,0,0
CR44233,0,0,0
CR44234,0,0,0
CR44235,0,0,0
CR44236,0.278987032,0,0
CR44237,0.156070392,0.208165023,0.152492089
CR44238,0,0,0
CR44241,0,0.052041256,0.103512822
CR44256,0,0,0
CR44258,0,0,0
CR44260,0.031214078,0,0
CR44262,0.059864739,0.052041256,0.038123022
CR44263,0,0,0.038123022
CR44264,0.062428157,0,0
CR44265,14.21129423,12.66136583,12.53027549
CR44266,58.90385941,68.79390722,82.37957304
CR44267,13.70133002,10.73684687,9.221055109
CR44268,1.41603202,1.554839614,1.430429119
CR44269,0.098111105,0,0
CR44272,10.98233875,2.965344074,0.076246044
CR44273,0.031214078,0,0
CR44274,0.062428157,0,0.0653898
CR44275,241.9454102,208.9645903,180.7770241
CR44276,0.094594961,0.127155986,0
CR44277,0,0,0
CR44278,0,0,0
CR44279,0,0,0
CR44280,0.062428157,0,0
CR44281,0.162773697,0.104082512,0.072097074
CR44282,0,0,0
CR44283,0,0.193681133,0.070817922
CR44284,0.19175334,0.702305077,0.627472695
CR44285,0.193987775,0,0.333218594
CR44287,0,0,0
CR44288,0,0,0
CR44289,0,0,0
CR44291,39.06689083,42.61443449,37.82889796
CR44292,0.094594961,0.052041256,0.142914997
CR44293,0,0,0.0326949
CR44294,0.939870052,1.419094044,1.31708687
CR44295,6.38539735,15.57854794,25.1884094
CR44297,0.09587667,0,0.0653898
CR44298,0.033448513,0.052041256,0.303393512
CR44299,1.060688711,3.106983951,3.099265741
CR44300,0.031214078,0,0
CR44301,0.031214078,0,0
CR44302,0,0.052041256,0.078804349
CR44304,0.270673035,0.052041256,0.186466141
CR44305,0.02993237,0,0
CR44306,0.129325183,0.156123767,0.212453767
CR44307,0.031214078,0,0
CR44308,0,0,0
CR44309,0,0,0
CR44310,0.031214078,0,0
CR44311,0,0.037557365,0.077525197
CR44312,0,0,0
CR44313,0,0,0
CR44315,0,0,0
CR44316,0.467224228,5.263748914,1.350934755
CR44317,2.063508431,3.014690053,1.88119811
CR44318,0.062428157,0.104082512,0.168902622
CR44319,0,0,0
CR44320,0.156070392,0,0
CR44321,3.378865928,6.009001909,4.867996963
CR44322,0,0,0.039402174
CR44323,0,0,0
CR44324,0,0,0
CR44326,0.033448513,0,0
CR44327,28.3291721,13.8416393,19.02902854
CR44330,0,0.777419807,1.545825003
CR44331,0.842416913,0.76024064,0.527982675
CR44332,0,0,0
CR44333,0.066897027,0,0
CR44334,0.129325183,0,0
CR44336,0,0,0
CR44337,0,0,0
CR44338,0.098111105,0,0
CR44339,0,0.358394484,0.213732919
CR44340,4.355542331,5.826605637,6.327098179
CR44343,0.031214078,0.052041256,0
CR44344,0.062428157,0.052041256,0.0326949
CR44345,0.031214078,0,0
CR44346,0,0,0
CR44347,0.349400202,0.471066579,0.414892761
CR44348,0.031214078,0,0
CR44349,0,0,0
CR44350,0,0,0.038123022
CR44351,11.86812843,14.2071121,12.16346135
CR44352,0,0,0
CR44353,0,0,0
CR44354,0.031214078,0,0
CR44357,0.064662592,0.052041256,0
CR44358,0.193987775,0,0
CR44360,0.094594961,0,0
